NAME,STREET,NO,CITY,COUNTY,SOCIAL_SERVICE,TYPE,CATEGORY,CAPACITY,EMAIL,PHONE
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,,124,Podu Iloaiei,Iași,Centrul de îngrijire și asistență Budăi,1,"b3, b4",48,dasiasi@iasi.rdsmail.ro,0232477731 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,Națională,,Podu Iloaiei,Iași,Locuință protejată Podu Iloaiei,3,b2,6,dasiasi@iasi.rdsmail.ro,0232477731 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,,124,Podu Iloaiei,Iași,Centrul de recuperare și reabilitare pentru persoanele cu handicap Budăi,1,"b2, b3",42,dasiasi@iasi.rdsmail.ro,0232477731 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,Azilului,1,Iași ,Iași,Centrul de recuperare a copilului cu handicap sever Galata,2,"B1,B2",60,dasiasi@iasi.rdsmail.ro,0232477731 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,Pantelimon Halipa,16,Iași ,Iași,Centrul de plasament Ion Holban,1,"B1,B2",212,dasiasi@iasi.rdsmail.ro,0232477731 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,Gării,57,Pașcani,Iași,Centrul de zi Speranța Pașcani,4,"B1,B2",45,dasiasi@iasi.rdsmail.ro,0232477731 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,,,Cozmești,Iași,Centrul de recuperare și reabilitare Cozmești,1,"B2, B3",72,dasiasi@iasi.rdsmail.ro,0232477731 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,Azilului,1,Iași,Iași,Centrul social educativ pentru persoane cu dizabilități Galata,4,"B2, B3",,dasiasi@iasi.rdsmail.ro,0232477731 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,Azilului,1,Iași,Iași,"Centrul social de tip rezidențial Galata din cadrul Complexului Social, Educativ și Rezidențial Galata Iași",1,B2,50,dasiasi@iasi.rdsmail.ro,0232477731 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,Azilului,1,Iași ,Iași,Centrul maternal Maternus,2,"B1, B5",15,dasiasi@iasi.rdsmail.ro,0232477731 
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Iaşi,Azilului,1,Iași ,Iași,Centrul de îngrijire și asistență socială Gulliver,1,B2,25,dasiasi@iasi.rdsmail.ro,0232477731 
Unitatea de Asistenţă Medico Socială Părintele Arsenie Boca Hunedoara,Ştefan cel Mare,5,Hunedoara,Hunedoara,Unitatea de Asistenţă Medico Socială Părintele Arsenie Boca Hunedoara,9,"b3, b4, b5",120,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,I.C. Vissarion,1,Târgovişte,Dâmboviţa,"Centrul de consiliere pentru copilul abuzat, neglijat, exploatat - telefonul copilului",10,"B1, B5",,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,Maior Breziseanu Eugen,25,Târgovişte,Dâmboviţa,Centrul de consiliere și sprijin pt. integrarea soc. pers. cu boli psihice din cadrul Centrului multifuncțional de resurse și servicii pt. persoane cu dizabilități Târgovişte,4,"B2, B3, B4, B5",15,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,Maior Breziseanu Eugen,25,Târgovişte,Dâmboviţa,Serviciul de recuperare și reabilitare neuromotorie pt. persoane cu handicap din cadrul Centrului multifuncțional de resurse și servicii pt. persoane cu dizabilități Târgovişte,4,"B2, B3, B4",20,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,Principală,204,Gura Ocniței,Dâmboviţa,Centrul de servicii comunitare Sfântul Andrei - Centrul de zi Anca,4,"B2.2, B3, B7",20,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,Maior Breziseanu Eugen,25,Târgoviște,Dâmboviţa,Centrul de informare și consiliere pentru persoane adulte în dificultate din cadrul Centrul multifuncțional de resurse și servicii pentru adulți cu dizabilități,6,"b2, b3, b4",10,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,Maior Breziseanu Eugen,25,Târgoviște,Dâmboviţa,"Centrul de orientare, formare profesională și pregătire pentru viață independentă",4,"b2, b3, b4, b5",12,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,Vlad Țepeș,6A,Târgoviște,Dâmboviţa,Centrul maternal - Complexul de servicii sociale Casa Soarelui Târgoviște,2,b1,12,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,Vlad Țepeș,6A ,Târgoviște,Dâmboviţa,"Centrul de primire în regim de urgență pentru copilul abuzat, neglijat și exploatat - Complexul de servicii sociale Târgoviște Casa Soarelui",2,"b1.2, b1.3, b1.4",16,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,I. C. Vissarion,1,Târgoviște,Dâmboviţa,Centrul de consiliere pentru părinți și copii care beneficiază de o măsură de protecție specială,6,b5,,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,Republicii,Sarmis,Pucioasa,Dâmboviţa,Locuință protejată Amalia,3,"b2, b3, b4",5,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,Republicii,Sarmis,Pucioasa,Dâmboviţa,Locuință protejată Elena,3,"b2, b3, b4",7,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,1 Decembrie 1918,2,Pucioasa,Dâmboviţa,Locuință protejată Mara,3,"b2, b3, b4",12,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,Republicii,,Pucioasa,Dâmboviţa,Locuință protejată Augusta,3,"b2, b3, b4",6,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,I.C. Vissarion,1,Târgoviște,Dâmboviţa,"Centrul pentru prevenirea abuzului, neglijării și exploatării",6,b1,,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,Radu Cosmin,22,Pucioasa,Dâmboviţa,Centrul de îngrijire și asistență Pucioasa,1,"b3, b4",60,dgaspcdb@yahoo.com,0245 617348
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,,,Găeşti,Dâmboviţa,Centrul de recuperare pentru victimele violenței în familie din cadrul Complexului de servicii sociale Găești,2,b5,15,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Dâmboviţa,Acad. Şerban Cioculescu,32,Găeşti,Dâmboviţa,Centrul de primire în regim de urgență pentru copilul cu handicap sever,2,b1,15,dgaspcdb@yahoo.com,0245 617348
Direcția generală de asistență socială și protecția copilului Dâmbovița,Teilor,2,Fieni,Dâmbovița,Locuința protejată Irina,3,"b2, b3, b4",3,dgaspcdb@yahoo.com,0245 617348
Direcția generală de asistență socială și protecția copilului Dâmbovița,Teilor,2,Fieni,Dâmbovița,Locuința protejată Marilena,3,"b2, b3, b4",5,dgaspcdb@yahoo.com,0245 617348
Direcția generală de asistență socială și protecția copilului Dâmbovița,Teilor,2,Fieni,Dâmbovița,Locuința protejată Valentina,2,"b2, b3, b4",5,dgaspcdb@yahoo.com,0245 617348
Fundația Betesda Galați,Predeal,5,Galați,Galați,Centrul rezidențial pentru fete,1,"B1, B2",10,,
Fundația Betesda Galați,Predeal,3,Galați,Galați,Centrul de zi pentru copiii aflați în dificultate ,4,B1,35,,
Fundaţia Mara,22 Decembrie,37A,Deva,Hunedoara,Serviciul pentru copilul aflat în plasament la asistent maternal,5,B1,40,office@fundatiamara.ro,0254 221200
Fundaţia Mara,22 Decembrie,37A,Deva,Hunedoara,Centrul de zi pentru consiliere și sprijin pentru părinți și copii,4,"B1, B5",4,office@fundatiamara.ro,0254 221200
Fundaţia Bambini in Emergenza,Spitalului,642,Singureni,Giurgiu,Casa de tip familial Casa Sfânta Iuliana pentru copii afectați de infecția cu HIV / SIDA,1,B1,10,fundatia@bambiniinemergenza.ro,0246 234234
Fundaţia Bambini in Emergenza,Spitalului,642,Singureni,Giurgiu,Casa de tip familial Casa Carol pentru copii fără dizabilități,1,"B1.2, B1.3, B1.4",9,fundatia@bambiniinemergenza.ro,0246 234234
Fundaţia Bambini in Emergenza,Principală,455,Singureni,Giurgiu,"Centrul de primire în regim de urgență Casa Sfânta Clara pentru copii abandonați sau aflați în situații de urgență, copii repatriați, copii refugiați / imigranți",2,"B1.1, B1.2",9,fundatia@bambiniinemergenza.ro,0246 234234
Fundaţia Bambini in Emergenza,Spitalului,642,Singureni,Giurgiu,Casa de tip familial Casa Andreea pentru copii afectați de infecția cu HIV / SIDA,1,B1,9,fundatia@bambiniinemergenza.ro,0246 234234
Fundația Bambini in Emergenza,Intrarea Spitalului,642,Singureni,Giurgiu,Serviciul de asistență maternală profesionistă,10,b1,40,fundatia@bambiniinemergenza.ro,0246 234234
Fundaţia de Sprijin a Vârstnicilor Galaţi,Barboși,6,Galaţi,Galaţi,Centrul de primire în regim de urgență Casa Speranței,2,B4,23,fsv_galati@yahoo.com,0236470040
Fundaţia de Sprijin a Vârstnicilor Galaţi,Barboși,6,Galaţi,Galaţi,Centrul de zi destinat persoanelor vârstnice Speranța,4,B4,20,fsv_galati@yahoo.com,0236470040
Fundaţia de Sprijin a Vârstnicilor Galaţi,Barboși,6,Galaţi,Galaţi,Servicii de îngrijire la domiciliu pentru persoane vârstnice,5,B4,14 /zi,fsv_galati@yahoo.com,0236470040
Fundaţia de Sprijin a Vârstnicilor Galaţi,,,Galați,Galați,Centrul de primire în regim de urgență pentru victimele violenței (adăpost VVD),2,B4,20,,
Fundaţia Unitarcoop,Bolyai,23,Târgu Mureş,Mureş,Serviciul de îngrijire la domiciliu a persoanelor vârstnice,5,b4,12, unitarcoop@yahoo.com,0748126 513
Asociaţia Umanitară Oaza Bătrâneţii Baia Mare,Nicolae Bălcescu,12,Baia Mare,Maramureş,Centrul rezidențial pentru persoane vârstnice,1,"b3, b4",9,adriansilaghi1@gmail.com ,0746285215
Asociaţia Solidaritatea Speranţei Baia Mare,Ferenczi Karol,13,Baia Mare,Maramureş,Centru rezidențial pentru persoane vârstnice,1,"b3, b4",8,,0362 411928
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Constanța ,Mangaliei,10,Negru Vodă,Constanța,Centrul de îngrijire și asistență Sf. Andrei Negru Vodă,1,B3. B4,61,office@dgaspc-ct.ro,0241480851
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Constanța ,Căminului,9,Poarta Albă,Constanța,Centrul de îngrijire și asistență Poarta Albă,1,"b3, b4",100,office@dgaspc-ct.ro,0241480851
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Constanța ,Strajei,81,Cumpăna,Constanța,Locuințe protejate de tip familial pentru persoane cu handicap Cumpăna,3,b2,24,office@dgaspc-ct.ro,0241480851
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Constanța ,Mihail Sadoveanu,9,Techirghiol,Constanța,Centrul de îngrijire și asistență Techirghiol,1,B4,22,office@dgaspc-ct.ro,0241480851
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Constanța ,Mărăști,7,Techirghiol,Constanța,Locuință protejată ”Casa Liliana”,3,"B2, B3",20,office@dgaspc-ct.ro,0241480851
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Constanța ,Aluniș,4,Constanța,Constanța,Centrul de primire a copilului în regim de urgență Constanța,2,B1,30,office@dgaspc-ct.ro,0241480851
Primăria Oraşului Petrila - Serviciul Public Local de Asistenţă Socială,8 Martie,,Petrila ,Hunedoara,Cantina de ajutor social,7,"b1, b3, b4",100,,
Primăria Comunei Truşeşti,1,36,Truşeşti,Botoşani,Cămin pentru persoane vârstnice Trușești,1,b4,60,,
Arhiepiscopia Craiovei - Mitropolia Olteniei,Matei Basarab,17,Craiova,Dolj,Centrul social pentru persoane vârstnice Renașterea,2,"B3, B4",45,social@m-ol.ro,0251521040
Arhiepiscopia Craiovei - Mitropolia Olteniei,General Dragalina,29,Craiova,Dolj,Centrul pentru copii Aripi de Lumină,4,B1,30,social@m-ol.ro,0251521040
Arhiepiscopia Craiovei - Mitropolia Olteniei,Dobrogeanu Gherea,33,Târgu Jiu,Gorj,Centrul social multifuncțional Târgu Jiu,4,B1,30,social@m-ol.ro,0251521040
Asociaţia Vasiliada,Râului,42B,Craiova,Dolj,Centrul social de urgență pentru persoane fără adăpost Sfântul Vasile,2,"B2, B3, B4",52,office@AsociatiaVasiliada.ro ,0251521040
Primăria Municipiului Galaţi - Direcţia de Asistenţă Socială şi Servicii Publice,Domnească,160 BIS,Galaţi,Galaţi,Cămin pentru persoane vârstnice Sfântul Spiridon,1,B4,160,cdssgalati@gmail.com,0236-307-705
Primăria Municipiului Galaţi - Direcţia de Asistenţă Socială şi Servicii Publice,Războieni,15-17,Galaţi,Galaţi,Cămin pentru persoane vârstnice Ștefan cel Mare și Sfânt,1,b4,100,cdssgalati@gmail.com,0236-307-705
Primăria Municipiului Galaţi - Direcţia de Asistenţă Socială şi Servicii Publice,Suhurlui,81,Pechea,Galaţi,Centrul medico social Pechea,9,"b2, b3, b4, b5",90,cdssgalati@gmail.com,0236-307-705
Primăria Muncipiului Galați -  Direcția de asistență socială și servicii publice,Domnească,160,Galați,Galați,Centrul multifuncțional de servicii sociale Galați - Centrul de îngrijire și asistență medico-socială,1,"B2, B3,B4",108,cdssgalati@gmail.com,0236-307-705
Primăria Municipiului Galaţi - Direcţia de Asistenţă Socială şi Servicii Publice,Constructorilor,29,Galați,Galați,Centrul multifuncțional de servicii sociale Galați - Centrul multifuncțional de recuperare KIDS,4,B1,30,cdssgalati@gmail.com,0236-307-705
Primăria Municipiului Râmnicu Vâlcea - Direcţia de Protecţie Socială,Calea lui Traian,88A,Râmnicu Vâlcea,Vâlcea,Centrul social de urgență Ioana Râmnicu Vâlcea,2,"b2, b3, b4, b5",21,,
Primăria Municipiului Râmnicu Vâlcea - Direcţia de Protecţie Socială,Copăcelu,162,Râmnicu Vâlcea,Vâlcea,Centrul de servicii terapeutice pentru copilul cu autism Mara,4,"b1.2, b1.3, b5",35,,
Primăria Comunei Ţânţăreni - Compartiment Asistenţă Socială,Tudor Vladimirescu,116,Ţânţăreni,Gorj,Centrul de consiliere și sprijin pentru părinți și copii,4,b1,10,,
Primăria Comunei Ţânţăreni - Compartiment Asistenţă Socială,Stadionului,2,Ţânţăreni,Gorj,Cantina socială,7,b1,20,,
Asociaţia Mlădiţa,,224A,Niculeşti,Dâmboviţa,Centrul rezidențial de tip familial,1,b1,10,,
Primăria Comunei Mozăceni,Spitalului,349,Mozăceni,Argeș,Cămin pentru persoane vârstnice ,1,b4,30,,
Fundaţia Jakab Lajos,Principală,10,Mărtiniş,Harghita,Cămin de bătrâni ecumenic Kiss Rozalia,1,b4,45,,
Primăria Municipiului Blaj,Câmpul Libertății,,Blaj,Alba,Componenta centrul de zi pentru persoane adulte cu dizabilități din cadrul Centrului social multifuncțional pentru persoane cu nevoi speciale Blaj,4,"B2, B3, B4",10,,
Primăria Municipiului Blaj,Câmpul Libertății,,Blaj,Alba,Componenta Centrul de zi pentru copiii cu dizabilități din cadrul Centrului multifuncțional pentru persoane cu nevoi speciale Blaj,4,B1,10,,
Primăria Municipiului Blaj,Piața 1848,6,Blaj,Alba,Cămin pentru persoane vârstnice,1,B4,40,,
Asociaţia ”Congregaţia Surorilor Maicii Domnului”,Măcinului,28,Cluj Napoca,Cluj,Casa de tip familial Maica Domnului,2,"B1.1, B1.3",10,,
Primăria Oraşului Aleşd,Ciocârliei,4,Aleşd,Bihor,Centrul de zi pentru persoane vârstnice Aleşd,4,"b3, b4",75,,
Fundaţia Bonus Pastor,Principală,1,Bichiș,Mureş,Centrul rezidențial de tip comunitate terapeutică Centrul de terapie pentru toxicomani,2,"B2, B3",24,,
Primăria Comunei Ibăneşti,Principală,648,Ibăneşti,Mureş,"Prima înființare a serviciului de îngrijire a persoanelor vârstnice și a persoanelor cu nevoi speciale în cadrul Centrului social din comuna Ibănești, județul Mureș",6,"b2, b3, b4",32,,
Primăria Comunei Conţeşti - Compartiment Asistență Socială,Principală,67, Conţeşti,Dâmbovița,Centrul rezidențial pentru persoane vârstnice Mereni,1,B4,44,,
Asociaţia Mâini Întinse,Balizei,54,Tulcea,Tulcea,Centrul multifuncțional de asistență socială - Centrul Aproape de tine,4,B1.3,17,,
Asociaţia Mâini Întinse,Balizei,54,Tulcea,Tulcea,Centrul multifuncțional de asistență socială - Centrul Pauze scurte,4,"B1.2, B1.3",40,,
Fundaţia Umanitară Geana,Iorgu Toma,149,Vama,Suceava,Centrul rezidențial pentru bătrâni și persoane cu nevoi speciale ,1,B4,44,,
Primăria Comunei Cumpăna,Constanței,117,Cumpăna,Constanța,Centrul multifuncțional de asistență socio - medicală Cumpăna,6,"B2, B3, B5, B7",10,,
Primăria Municipiului Craiova - Direcţia Administraţie Publică şi Asistenţă Socială,Tabaci,3,Craiova,Dolj,Compartiment de asistență și consiliere pentru persoane vârstnice - centrul de zi,4,b4,50,relatiicupublicul@primariacraiova.ro,0251416235
Primăria Municipiului Craiova - Direcţia Administraţie Publică şi Asistenţă Socială,Tabaci,3,Craiova,Dolj,Cămin pentru persoane vârstnice Craiova,1,b4,320,relatiicupublicul@primariacraiova.ro,0251416235
Primăria Municipiului Craiova - Direcţia Administraţie Publică şi Asistenţă Socială,Teilor,16,Craiova,Dolj,Compartiment de îngrijire la domiciliu a persoanelor vârstnice din Craiova,5,b4,80,relatiicupublicul@primariacraiova.ro,0251416235
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Tulcea,,,Izvoarele,Tulcea,Centrul de recuperare și reabilitare neuropsihiatrică Horia,1,"b2, b3, b4",54,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Tulcea,Heracleea,47,Babadag,Tulcea,Centrul de îngrijire și asistență Babadag,1,"b2, b3, b4",110,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Tulcea,,,Isaccea,Tulcea,Centrul de îngrijire și asistență Tichilești,1,"b2, b3, b4",50,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Tulcea,Principală,125A,Sarichioi,Tulcea,Centrul de recuperare și reabilitare neuropsihiatrică Zebil,1,"b2, b3",116,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Tulcea,Heracleea,45,Babadag,Tulcea,Centrul de recuperare și reabilitare neuropsihiatrică Babadag,1,"b2, b3, b4",170,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Tulcea,Heracleea,49,Babadag,Tulcea,Centrul de îngrijire și asistență Dumbrava,1,"b2, b3, b4",114,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Tulcea,Spitalului,30,Tulcea,Tulcea,Centrul de plasament pentru recuperarea și reabilitarea copilului cu handicap sever Pelican,2,b1,70,,
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vrancea,Crișana,28,Focşani,Vrancea,Centrul de asistență și sprijin Focșani - modul familial Forget me not,2,"B1.3, B1.4, B2.1",14,,0237.233.271
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vrancea,Brăilei,29,Focşani,Vrancea,Centrul de asistență și sprijin Focșani - modul familial Cuore,2,"B1.3, B1.4, B2.1",8,,0237.233.271
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vrancea,Dr. Telemac,19,Focşani,Vrancea,Centrul de asistență și sprijin Focșani - modul familial Ana și Danny,2,"B1.3, B1.4, B2.1",8,,0237.233.271
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vrancea,Cuza Vodă,56,Focșani,Vrancea,Module familiale copii cu dizabilități - modul familial Harap Alb Focșani,2,"B1.3, B1.4",12,,0237.233.271
Direcţia Generală de Asistenţă Socială şi Protecţia Copilului Vrancea,Aleea 1 Iunie,13,Focșani,Vrancea,Module familiale copii cu dizabilități - modul familial Johnny England III Focșani,2,"B1.3, B1.4",6,,0237.233.271
